Member	NNP	DESIG
Duration	NNP	O
:	:	O
May	NNP	DATE
2013	CD	DATE
to	TO	O
Nov	NNP	DATE
2014	CD	DATE
Environment	NN	O
:	:	O
Java	NNP	SKILL
JSP	NNP	SKILL
JSTL	NNP	SKILL
Spring	NNP	SKILL
Struts	NNP	SKILL
Hibernate	NNP	SKILL
MySQL	NNP	SKILL
Web	NNP	SKILL
Server	NNP	SKILL
:	:	O
Apache	NNP	SKILL
Tomcat	NNP	SKILL
Description:-	NNP	O
HCIS	NNP	O
is	VBZ	O
an	DT	O
ERP	NNP	O
for	IN	O
Healthcare	NNP	O
and	CC	O
is	VBZ	O
a	DT	O
comprehensive	JJ	O
Hospital	NNP	ORG
Information	NNP	O
System.	NNP	O
.	.	O
HCIS	NNP	O
is	VBZ	O
a	DT	O
breakthrough	NN	O
technology	NN	ORG
that	WDT	O
seamlessly	RB	O
integrates	VBZ	O
all	PDT	O
the	DT	O
departments	NNS	O
in	IN	O
a	DT	O
hospital.	NN	O
.	.	O
Patient	NNP	O
data	NNS	O
from	IN	O
all	DT	O
Points	NNS	O
is	VBZ	O
captured	VBN	O
and	CC	O
enables	VBZ	O
Continuum	NNP	O
of	IN	O
Care.	NNP	O
.	.	O
It	PRP	O
is	VBZ	O
a	DT	O
product	NN	O
with	IN	O
4	CD	O
modules	NNS	O
and	CC	O
my	PRP$	O
experience	NN	WRKEX
goes	VBZ	O
into	IN	O
Patient	NNP	O
Care	NNP	O
modules	NNP	O
Diagnostic	NNP	O
modules.	NN	O
.	.	O
It	PRP	O
covers	VBZ	O
all	DT	O
aspects	NNS	O
of	IN	O
management	NN	O
and	CC	O
operations	NNS	O
of	IN	O
a	DT	O
hospital.	NN	O
.	.	O
It	PRP	O
is	VBZ	O
designed	VBN	O
to	TO	O
help	VB	O
achieve	VB	O
best	JJS	O
clinical	JJ	O
outcomes	NN	O
optimal	JJ	O
financial	JJ	O
performance	NN	O
and	CC	O
enhance	NN	O
patient	NN	O
care.	NN	O
.	.	O
Through	IN	O
HCIS	NNP	O
we	PRP	O
will	MD	O
seamlessly	RB	O
integrate	VB	O
cutting	VBG	O
edge	NN	O
diagnostic	JJ	O
imaging	VBG	O
technology	NN	ORG
with	IN	O
healthcare	JJ	O
informatics	NNS	O
to	TO	O
provide	VB	O
hospitals	NNS	O
a	DT	O
complete	JJ	O
integrated	VBN	O
solution.	NN	O
.	.	O
HCIS	NNP	O
seamlessly	RB	O
integrates	VBZ	O
all	DT	O
departments	NNS	O
in	IN	O
a	DT	O
hospital	NN	ORG
and	CC	O
has	VBZ	O
the	DT	O
ability	NN	O
to	TO	O
communicate	VB	O
with	IN	O
other	JJ	O
hospitals	JJ	O
nursing	NN	O
homes	NN	O
insurance	NN	O
companies	NN	O
HMO's	NNP	O
pharmacies	NN	O
solo	NN	O
practitioners	NN	O
referring	VBG	O
doctors	NNS	O
etc.	VBP	O
.	.	O
HCIS	NNP	O
re-engineers	NNS	O
the	DT	O
existing	VBG	O
business;	NN	O
Clinical	NNP	O
processes	NN	O
and	CC	O
automates	VBZ	O
them	PRP	O
to	TO	O
be	VB	O
more	JJR	O
efficient.	NN	O
.	.	O
Healthcare	NNP	O
information	NN	O
system	NN	O
aids	NNS	O
hospital	NN	ORG
administrators	NNS	O
by	IN	O
significantly	RB	O
improving	VBG	O
operational	JJ	O
control	NN	O
and	CC	O
streamlining	VBG	O
operations.	NN	O
.	.	O
It	PRP	O
also	RB	O
enables	VBZ	O
improved	JJ	O
response	NN	O
to	TO	O
demands	NNS	O
of	IN	O
patient	NN	O
care	NN	O
because	IN	O
it	PRP	O
automates	VBZ	O
the	DT	O
process	NN	O
of	IN	O
collecting	NN	O
collating	NN	O
and	CC	O
retrieving	VBG	O
patient	NN	O
information.	NN	O
.	.	O
By	IN	O
an	DT	O
enabling	VBG	O
an	DT	O
automated	VBN	O
and	CC	O
the	DT	O
intelligent	JJ	O
flow	NN	O
of	IN	O
patient	JJ	O
information	NN	O
HIS	NNP	O
enables	VBZ	O
hospitals	NNS	O
and	CC	O
doctors	NNS	O
better	RBR	O
serve	VBP	O
their	PRP$	O
patients.	NN	O
.	.	O
Additionally	RB	O
HIS	NNP	O
provides	VBZ	O
a	DT	O
host	NN	O
of	IN	O
benefits	NNS	O
patient	JJ	O
record	NN	O
management	NN	O
and	CC	O
reduced	JJ	O
length	NN	O
of	IN	O
stay.The	NN	O
greater	JJR	O
organizational	JJ	O
flexibility	NN	O
reliable	JJ	O
and	CC	O
timely	JJ	O
information	NN	O
and	CC	O
hence	NN	O
to	TO	O
the	DT	O
increased	VBN	O
the	DT	O
competitive	JJ	O
advantage.	NN	O
.	.	O
Responsibilities	NNS	O
and	CC	O
key	JJ	O
Accomplishments:-	NNP	O
.	.	O
Designed	VBN	O
JSP	NNP	SKILL
as	IN	O
per	IN	O
the	DT	O
Requirement.	NNP	O
.	.	O
Implemented	VBN	O
Action	NN	SKILL
Classes	NNP	SKILL
as	IN	O
per	IN	O
the	DT	O
requirement.	NN	O
.	.	O
Implemented	VBN	O
Validations	NNS	O
as	IN	O
per	IN	O
the	DT	O
Requirement.	NNP	O
.	.	O
Implemented	NNP	O
Spring	NNP	SKILL
Service	NNP	SKILL
Interfaces	NNP	SKILL
and	CC	O
their	PRP$	O
implementations.	NN	O
.	.	O
Implemented	VBN	O
DAO	NNP	SKILL
and	CC	O
their	PRP$	O
implementation	NN	O
in	IN	O
Hibernate	NNP	SKILL
and	CC	O
Spring.	NNP	SKILL
.	.	O
Project	NN	O
#4	NN	O
:	:	O
Warehouse	NNP	O
Management	NNP	O
System	NNP	O
Client	NNP	O
:	:	O
JMG	NNP	ORG
Corporation	NNP	ORG
Team	NNP	O
Size	NNP	O
:	:	O
6	CD	WRKEX
Role	NN	O
:	:	O
Team	NN	O
Member	NNP	DESIG
Duration	NNP	O
:	:	O
Sept	JJ	DATE
2012	CD	DATE
to	TO	O
41395	NNP	DATE
Environment	NNP	O
:	:	O
JSP	NNP	SKILL
Xml	NNP	SKILL
Spring	NNP	SKILL
Struts	NNP	SKILL
Hibernate	NNP	SKILL
Java	NNP	SKILL
Oracle.	NNP	SKILL
.	.	O
Web	JJ	SKILL
Server	NNP	SKILL
:	:	O
Apache	NNP	SKILL
Tomcat	NNP	SKILL
Description:-	NNP	O
Warehouse	NNP	O
Management	NNP	O
System	NNP	O
automates	VBZ	O
the	DT	O
tedious	JJ	O
job	NN	O
of	IN	O
warehouse	NN	O
system.	NN	O
.	.	O
It	PRP	O
mainly	RB	O
includes	VBZ	O
five	CD	O
members.	NN	O
.	.	O
Administrator	DT	O
Sub-Location	NNP	O
In-charge	NNP	O
Retailer	NNP	O
Supplier	NNP	O
Customer.	NNP	O
.	.	O
Administrator	NNP	O
deals	NNS	O
with	IN	O
the	DT	O
privilege	NN	O
to	TO	O
maintain	VB	O
different	JJ	O
types	NNS	O
of	IN	O
items	NNS	O
in	IN	O
the	DT	O
warehouse.	NN	O
.	.	O
It	PRP	O
is	VBZ	O
concerned	VBN	O
with	IN	O
registration	NN	O
of	IN	O
Suppliers	NNP	O
Sub-Location	NNP	O
In-charges.	NNP	O
.	.	O
It	PRP	O
maintains	VBZ	O
the	DT	O
reports	NNS	O
of	IN	O
suppliers	NNS	O
who	WP	O
are	VBP	O
eligible	JJ	O
to	TO	O
supply	VB	O
the	DT	O
items.	NN	O
.	.	O
It	PRP	O
can	MD	O
send	VB	O
the	DT	O
purchase	NN	O
order	NN	O
to	TO	O
above	VB	O
suppliers	NNS	O
when	WRB	O
items	NNS	O
are	VBP	O
required.	JJ	O
.	.	O
It	PRP	O
is	VBZ	O
responsible	JJ	O
to	TO	O
add	VB	O
receipts	NNS	O
when	WRB	O
items	NNS	O
delivered	VBN	O
to	TO	O
the	DT	O
warehouse.	NN	O
.	.	O
It	PRP	O
is	VBZ	O
also	RB	O
responsible	JJ	O
to	TO	O
send	VB	O
the	DT	O
items	NNS	O
to	TO	O
sub-location	JJ	O
in-charges	NNS	O
on	IN	O
demand.	NN	O
.	.	O
He	PRP	O
deals	VBZ	O
with	IN	O
adding	VBG	O
of	IN	O
new	JJ	LOC
items	NNS	O
and	CC	O
generating	VBG	O
reports	NNS	O
on	IN	O
items	JJ	O
orders	NN	O
receipts	NNS	O
and	CC	O
stock	NN	O
etc.	NN	O
.	.	O
Responsibilities	NNS	O
and	CC	O
key	JJ	O
Accomplishments:-	NNP	O
.	.	O
.	.	O
Designed	VBN	O
JSP's	NNP	SKILL
as	IN	O
per	IN	O
the	DT	O
Requirement.	NNP	O
.	.	O
Written	NNP	SKILL
DAO	NNP	SKILL
and	CC	O
their	PRP$	O
implementations	NNS	O
with	IN	O
Hibernate.	NNP	SKILL
.	.	O
Written	NNP	SKILL
Hibernate	NNP	SKILL
Components.	NNP	O
.	.	O
Implemented	VBN	O
Action	NNP	SKILL
Classes.	NNP	SKILL
.	.	O
Implemented	VBN	O
Form	NNP	SKILL
Validations	NNP	O
and	CC	O
Page	NNP	O
layouts.	NN	O
.	.	O
Integrated	VBN	O
Struts	NNP	SKILL
Hibernate	NNP	SKILL
and	CC	O
Spring.	NNP	SKILL
.	.	O
Project	NN	O
#5	NN	O
:	:	O
Online	NN	O
Reservation.	NNP	O
.	.	O
Client	NN	O
:	:	O
Fstream	NNP	ORG
Corporation	NNP	ORG
Duration	NNP	O
:	:	O
April	NNP	DATE
2012	CD	DATE
to	TO	O
Sep	NNP	DATE
2012	CD	DATE
.	.	O
Team	NN	O
Size	NN	O
:	:	O
4	CD	O
Role	NN	O
:	:	O
Team	NN	O
Member	NNP	DESIG
Environment	NNP	O
:	:	O
Java	NNP	SKILL
JSP	NNP	SKILL
Servlets	NNP	SKILL
HTML	NNP	SKILL
JDBC	NNP	SKILL
My	NNP	O
Sql	NNP	SKILL
Web	NNP	SKILL
Server	NNP	SKILL
:	:	O
Apache	NNP	SKILL
Tomcat	NNP	SKILL
Description:-	NNP	O
An	DT	O
Online	NNP	O
reservation	NN	O
web	NN	SKILL
application	NN	O
for	IN	O
HotelsCars	NNP	O
and	CC	O
Airlines.	NNP	O
.	.	O
Online	NNP	O
Reservation	NNP	O
Is	VBZ	O
a	DT	O
Service	NNP	SKILL
System	NNP	O
which	WDT	O
has	VBZ	O
Clients	NNS	O
as	IN	O
its	PRP$	O
different	JJ	O
kind	NN	O
of	IN	O
members	NNS	O
and	CC	O
Vendors	NNS	O
like	IN	O
Hotel	NNP	O
Rental	NNP	O
Car	NNP	O
and	CC	O
Air	NNP	O
ticketing	VBG	O
agency	NN	O
etc.	NN	O
.	.	O
This	DT	O
System	NNP	O
has	VBZ	O
different	JJ	O
modules	NNS	O
like	IN	O
as	IN	O
Reservation	NNP	O
Campaigning	NNP	O
payment	NN	O
terms	NN	O
Membership	NNP	O
Waiting	NNP	O
List	NNP	O
and	CC	O
Commission	NNP	O
etc.	FW	O
.	.	O
Online	NNP	O
Reservation	NNP	O
system	NN	O
will	MD	O
allow	VB	O
their	PRP$	O
members	NNS	O
to	TO	O
have	VB	O
serviced	VBN	O
in	IN	O
their	PRP$	O
specific	JJ	O
vendors	NNS	O
station	NN	O
and	CC	O
collects	NNS	O
payments.	VBP	O
.	.	O
The	DT	O
System	NNP	O
has	VBZ	O
more	JJR	O
than	IN	O
four	CD	O
payment	NN	O
terms	NNS	O
based	VBN	O
on	IN	O
their	PRP$	O
membership	NN	O
type.	NN	O
.	.	O
Responsibilities	NNS	O
and	CC	O
key	JJ	O
Accomplishments:-	NNP	O
.	.	O
Implemented	VBN	O
JSP	NNP	SKILL
as	IN	O
per	IN	O
the	DT	O
Requirement.	NNP	O
.	.	O
Implemented	VBN	O
Servlet	NNP	SKILL
as	IN	O
per	IN	O
the	DT	O
Requirement.	NNP	O
.	.	O
.	.	O
.	.	O
Implemented	VBN	O
JDBC	NNP	SKILL
Components.	NNP	O
.	.	O
.	.	O
.	.	O
Implemented	VBN	O
Html	NNP	SKILL
code	NN	O
as	IN	O
per	IN	O
the	DT	O
Requirement.	NNP	O
.	.	O
Project	NN	O
#6	NN	O
:	:	O
Vivahbandhan.com	NNP	O
Client	NNP	O
:	:	O
Avvas	NNP	ORG
InfoTech	NNP	ORG
Team	NNP	O
Size	NNP	O
:	:	O
10	CD	O
Role	NN	O
:	:	O
Team	NN	O
Member	NNP	DESIG
Duration	NNP	O
:	:	O
Jan	NN	DATE
2011	CD	DATE
to	TO	O
March	NNP	DATE
2012	CD	DATE
Environment	NN	O
:	:	O
Java	NNP	SKILL
JSP	NNP	SKILL
spring	VBD	SKILL
Struts	NNP	SKILL
Hibernate	NNP	SKILL
My	NNP	O
Sql	NNP	SKILL
Web	NNP	SKILL
Server	NNP	SKILL
:	:	O
Apache	NNP	SKILL
Tomcat	NNP	SKILL
Description:-	NNP	O
VivahaBandhan.com	NNP	O
a	DT	O
top-notch	JJ	O
online	NN	O
matrimonial	JJ	O
site	NN	O
committed	VBN	O
to	TO	O
deliver	VB	O
high	JJ	O
quality	NN	O
matchmaking	VBG	O
service	NN	SKILL
to	TO	O
every	DT	O
eligible	JJ	O
bride	NN	O
and	CC	O
groom.Technology	NN	O
meets	NNS	O
tradition	NN	O
at	IN	O
this	DT	O
matrimonial	JJ	O
website.	NN	O
.	.	O
Our	PRP$	O
mission	NN	O
is	VBZ	O
to	TO	O
hold	VB	O
your	PRP$	O
hand	NN	O
and	CC	O
lead	NN	O
you	PRP	O
to	TO	O
your	PRP$	O
partner	NN	O
making	VBG	O
your	PRP$	O
marriage	NN	O
possible	JJ	O
soon.	NN	O
.	.	O
"vivahbandhan.com".	NN	ORG
.	.	O
India's	NNP	O
favorite	JJ	O
matrimony	NN	O
service	NN	SKILL
provider	NN	O
is	VBZ	O
young	JJ	O
and	CC	O
dynamic	JJ	O
the	DT	O
organization	NN	O
dedicated	VBN	O
to	TO	O
provide	VB	O
the	DT	O
free	JJ	O
matrimonial	NN	O
services	NNS	O
and	CC	O
striving	VBG	O
hard	JJ	O
to	TO	O
help	VB	O
eligible	JJ	O
Brides	NNP	O
Grooms	NNP	O
to	TO	O
find	VB	O
their	PRP$	O
ideal	JJ	O
life	NN	O
partner.	NN	O
.	.	O
Though	IN	O
young	JJ	O
in	IN	O
the	DT	O
market	NN	O
it	PRP	O
is	VBZ	O
one	CD	O
of	IN	O
the	DT	O
major	JJ	O
players	NNS	O
in	IN	O
the	DT	O
providing	NN	O
best	JJS	O
matrimonial	NN	O
in	IN	O
India	NNP	LOC
and	CC	O
one	CD	O
of	IN	O
the	DT	O
most	RBS	O
successful	JJ	O
Indian	JJ	O
Marriage	NNP	O
website.	NN	O
.	.	O
The	DT	O
website	JJ	O
link	NN	O
can	MD	O
be	VB	O
found	VBN	O
at	IN	O
http://www.vivahbandhan.com/	JJ	O
Responsibilities	NNS	O
and	CC	O
key	JJ	O
Accomplishments:-	NNP	O
.	.	O
.	.	O
Designed	VBN	O
JSP	NNP	SKILL
as	IN	O
per	IN	O
the	DT	O
Requirement.	NNP	O
.	.	O
.	.	O
.	.	O
